case_id,charge_seq,charge,occur_dt,ucr_code,ucr_cat,ucr_group,(No column name),case_status,csstatus,bias,vic_lst
1800223,1,POSSESS HEROIN 1 GRAM OR MORE,58:00.0,180,SOC,DRUG LAW VIOLATION,HIT AND RUN,CLEARED BY ARREST,A ,NULL,[]
1800223,5,ELUDE FOOT,58:00.0,394,ORS,TRAFFIC CRIME,HIT AND RUN,CLEARED BY ARREST,A ,NULL,[]
1800223,2,DUII,58:00.0,210,SOC,DUII,HIT AND RUN,CLEARED BY ARREST,A ,NULL,[]
1800223,4,RECKLESS DRIVING,58:00.0,393,ORS,TRAFFIC CRIME,HIT AND RUN,CLEARED BY ARREST,A ,NULL,[]
1800223,3,HIT & RUN - VEH DAMAGE,58:00.0,391,ORS,TRAFFIC CRIME,HIT AND RUN,CLEARED BY ARREST,A ,NULL,[]
1800223,6,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",58:00.0,550,ORS,WARRANT,HIT AND RUN,CLEARED BY ARREST,A ,NULL,[]
1800231,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",38:00.0,550,ORS,WARRANT,,CLEARED BY ARREST,A ,NULL,[]
1800194,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",19:00.0,550,ORS,WARRANT,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1800235,1,THEFT 3 - MOTOR VEH PARTS,00:00.0,65,PRP,LARCENY,THEFT OF LICENS,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""24"",""sex"":""M"",""type"":""I""}]"
1800240,1,UUV,00:00.0,71,PRP,MV THEFT,UNAUTHORIZED US,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""38"",""sex"":""M"",""type"":""I""}]"
1800240,2,UNLF ENTRY MOTOR VEHICLE,00:00.0,75,PRP,MV THEFT,UNAUTHORIZED US,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""17"",""sex"":""F"",""type"":""I""}]"
1800206,1,MIP MARIJUANA,30:00.0,180,SOC,DRUG LAW VIOLATION,MINOR IN POSSES,CLEARED BY ARREST,A ,NULL,[]
1800233,1,UUV,57:00.0,71,PRP,MV THEFT,UNAUTHORIZED US,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""26"",""sex"":""M"",""type"":""I""}]"
1800236,1,THEFT 2 - BICYCLE,00:00.0,66,PRP,LARCENY,THEFT OF BICYCL,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""56"",""sex"":""M"",""type"":""I""}]"
1800237,1,THEFT 2 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""25"",""sex"":""M"",""type"":""I""}]"
1800248,1,CRIMINAL MISCHIEF 1 - VANDALISM,00:00.0,140,PRP,VANDALISM,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800239,1,THEFT 3 - PICK POCKET,15:00.0,61,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""29"",""sex"":""F"",""type"":""I""}]"
1800253,2,CRIMINAL MISCHIEF 2 - RESULT CRIMINAL ACT,00:00.0,141,PRP,VANDALISM,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""35"",""sex"":""M"",""type"":""I""}]"
1800253,1,THEFT 1 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""35"",""sex"":""M"",""type"":""I""}]"
1800244,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",24:00.0,550,ORS,WARRANT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800244,1,POSSESS METH PRIOR FEL CONV,24:00.0,180,SOC,DRUG LAW VIOLATION,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800249,1,IDENTITY THEFT,00:00.0,11F,PRP,FRAUD,THEFT OF IDENTI,CLEARED BY ARREST,A ,NULL,"[{""age"":""20"",""sex"":""F"",""type"":""I""}]"
1800255,1,CRIMINAL TRESPASS 1,50:00.0,261,SOC,ALL OTHER,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800254,1,DISORDERLY CONDUCT 2 - BOMB THREAT,48:00.0,44,PER,ASSAULT,BOMB THREAT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""33"",""sex"":""F"",""type"":""I""}]"
1800261,1,UUV,00:00.0,71,PRP,MV THEFT,UNAUTHORIZED US,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""37"",""sex"":""F"",""type"":""I""}]"
1800262,1,POSSESS METH PRIOR FEL CONV,14:00.0,180,SOC,DRUG LAW VIOLATION,SUSPICIOUS VEHI,CLEARED BY ARREST,A ,NULL,[]
1800264,1,MAIL THEFT - OTHER,30:00.0,69,PRP,LARCENY,THEFT OF MAIL,CLEARED BY ARREST,A ,NULL,"[{""age"":""74"",""sex"":""F"",""type"":""I""},{""age"":""33"",""sex"":""M"",""type"":""I""}]"
1800264,2,FORGERY 1,30:00.0,100,PRP,FORGERY,THEFT OF MAIL,CLEARED BY ARREST,A ,NULL,"[{""age"":""74"",""sex"":""F"",""type"":""I""}]"
1800263,1,MAIL THEFT - OTHER,20:00.0,69,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800263,2,FORGERY 1,20:00.0,100,PRP,FORGERY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800260,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",28:00.0,550,ORS,WARRANT,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1800265,2,"PROPERTY, FOUND",18:00.0,999,UNA,UNASSIGNED,SHOPLIFT 3050 P,CLEARED BY ARREST,A ,NULL,[]
1800241,1,FUGITIVE FROM JUSTICE,18:00.0,550,ORS,WARRANT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800251,1,RECKLESS DRIVING,18:00.0,393,ORS,TRAFFIC CRIME,MOTOR VEH ACC I,CLEARED BY ARREST,A ,NULL,[]
1800245,1,THEFT 2 - OTHER,00:00.0,69,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""75"",""sex"":""M"",""type"":""I""}]"
1800267,1,ASSIST OUTSIDE AGENCY,30:00.0,999,UNA,UNASSIGNED,ASSIST OUTSIDE,ARREST BY OTHER AGENCY,T ,NULL,"[{""age"":""34"",""sex"":""M"",""type"":""I""}]"
1800265,1,THEFT 3 - SHOPLIFT,18:00.0,63,PRP,LARCENY,SHOPLIFT 3050 P,CLEARED BY ARREST,A ,NULL,[]
1800270,1,THEFT 3 - SHOPLIFT,21:00.0,63,PRP,LARCENY,THEFT,CLEARED BY ARREST,A ,NULL,[]
1800256,1,DUII,27:00.0,210,SOC,DUII,ATTEMPT TO LOCA,CLEARED BY ARREST,A ,NULL,[]
1800269,1,MIP MARIJUANA,02:00.0,180,SOC,DRUG LAW VIOLATION,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1800262,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",14:00.0,550,ORS,WARRANT,SUSPICIOUS VEHI,CLEARED BY ARREST,A ,NULL,[]
1800271,1,INTERFERE W/ POLICE OFFICER - CONDUCT,45:00.0,240,SOC,DISORDERLY CONDUCT,DISPUTE,CLEARED BY ARREST,A ,NULL,[]
1800276,1,CRIMINAL TRESPASS 2,35:00.0,261,SOC,ALL OTHER,CRIMINAL TRESPA,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800275,1,THEFT 2 - SHOPLIFT,41:00.0,63,PRP,LARCENY,SHOPLIFT 3050 P,CLEARED BY ARREST,A ,NULL,[]
1800252,1,STALKING - MISD,15:00.0,46,PER,ASSAULT,STALKING COMPLA,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""17"",""sex"":""F"",""type"":""I""}]"
1800170,3,INTERFERE W/ PUBLIC TRANSPORT - DIS CONDUCT,09:00.0,240,SOC,DISORDERLY CONDUCT,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1800170,1,MIP MARIJUANA,09:00.0,180,SOC,DRUG LAW VIOLATION,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1800170,2,MINOR IN POSSESSION OF LIQUOR,09:00.0,221,SOC,LIQUOR LAW VIOLATION,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1800268,1,TRAFFIC HAZARD,47:00.0,999,UNA,UNASSIGNED,MOTOR VEH ACC U,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""16"",""sex"":""F"",""type"":""I""}]"
1800259,1,MIP MARIJUANA,30:00.0,180,SOC,DRUG LAW VIOLATION,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1800273,1,DECEASED SUBJECT,27:00.0,999,UNA,UNASSIGNED,,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""68"",""sex"":""M"",""type"":""I""}]"
1800278,1,BURGLARY 1 - RESIDENCE,00:00.0,51,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""53"",""sex"":""M"",""type"":""I""}]"
1800278,2,CRIMINAL MISCHIEF 2 - RESULT CRIMINAL ACT,00:00.0,141,PRP,VANDALISM,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""53"",""sex"":""M"",""type"":""I""}]"
1800277,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",58:00.0,550,ORS,WARRANT,ILLEGAL CAMPING,CLEARED BY ARREST,A ,NULL,[]
1800260,1,DWS MIS,28:00.0,395,ORS,TRAFFIC CRIME,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1800274,2,CRIMINAL TRESPASS 2,37:00.0,261,SOC,ALL OTHER,THEFT,CLEARED BY ARREST,A ,NULL,[]
1800274,1,THEFT 3 - OTHER,37:00.0,69,PRP,LARCENY,THEFT,CLEARED BY ARREST,A ,NULL,"[{""age"":""33"",""sex"":""M"",""type"":""I""}]"
1800272,1,INFORMATION - NON-CRIME,35:00.0,999,UNA,UNASSIGNED,THEFT OF IDENTI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""70"",""sex"":""F"",""type"":""I""}]"
1800280,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",35:00.0,550,ORS,WARRANT,THEFT,CLEARED BY ARREST,A ,NULL,[]
1800279,1,MENTAL HOLD BY POLICE OFFICER,32:00.0,513,ORS,CUSTODY,SUBJECT SCREAMI,CLEARED BY ARREST,A ,NULL,[]
1800285,1,HARASSMENT (1AA) PHYSICAL CONT - SIMP ASLT,17:00.0,43,PER,ASSAULT,ASSAULT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""11"",""sex"":""F"",""type"":""I""}]"
1800283,1,MENACING - THREAT,02:00.0,45,PER,ASSAULT,ARMED DISPUTE,CLEARED BY ARREST,A ,NULL,"[{""age"":""33"",""sex"":""M"",""type"":""I""}]"
1800288,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",11:00.0,550,ORS,WARRANT,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1800289,1,RUNAWAY JUVENILE - OWN AGENCY,00:00.0,290,SOC,RUNAWAY,RUNAWAY JUVENIL,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1800293,1,ASSIST OUTSIDE AGENCY,27:00.0,999,UNA,UNASSIGNED,ASSIST OUTSIDE,ARREST BY OTHER AGENCY,T ,NULL,[]
1800291,1,INTERFERE W/ POLICE OFFICER - CONDUCT,18:00.0,240,SOC,DISORDERLY CONDUCT,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1800292,1,FORGERY 1,08:00.0,100,PRP,FORGERY,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800287,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",46:00.0,550,ORS,WARRANT,SUSPICIOUS COND,CLEARED BY ARREST,A ,NULL,[]
1800290,1,POSSESS HEROIN,04:00.0,180,SOC,DRUG LAW VIOLATION,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800290,2,CRIMINAL TRESPASS 2,04:00.0,261,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800284,1,CRIMINAL TRESPASS 2,22:00.0,261,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1800291,2,CRIMINAL TRESPASS 2,18:00.0,261,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1800295,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",38:00.0,550,ORS,WARRANT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800298,1,"VEHICLE, TOWED",52:00.0,999,UNA,UNASSIGNED,BLOCKED DRIVEWA,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1800297,3,CRIMINAL TRESPASS 2,41:00.0,261,SOC,ALL OTHER,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1800297,2,DISORDERLY CONDUCT,41:00.0,240,SOC,DISORDERLY CONDUCT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1800297,1,CRIMINAL MISCHIEF 2,41:00.0,140,PRP,VANDALISM,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,"[{""age"":""50"",""sex"":""F"",""type"":""I""}]"
1800302,1,DUII,30:00.0,210,SOC,DUII,MOTOR VEH ACC N,CLEARED BY ARREST,A ,NULL,"[{""age"":""76"",""sex"":""F"",""type"":""I""}]"
1800299,1,FORGERY 1,34:00.0,100,PRP,FORGERY,FORGERY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800314,1,THEFT 3 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""20"",""sex"":""M"",""type"":""I""}]"
1800314,2,CRIMINAL MISCHIEF 3 - RESULT CRIMIINAL ACT,00:00.0,141,PRP,VANDALISM,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""20"",""sex"":""M"",""type"":""I""}]"
1800306,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",29:00.0,550,ORS,WARRANT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1800312,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",38:00.0,550,ORS,WARRANT,THEFT OF SERVIC,CLEARED BY ARREST,A ,NULL,[]
1800294,1,"PROPERTY, FOUND",59:00.0,999,UNA,UNASSIGNED,FOUND PROPERTY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""63"",""sex"":""F"",""type"":""I""}]"
1800303,1,THEFT 2 - BICYCLE,00:00.0,66,PRP,LARCENY,THEFT OF BICYCL,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""21"",""sex"":""M"",""type"":""I""}]"
1800305,1,THEFT 2 - BICYCLE,00:00.0,66,PRP,LARCENY,THEFT OF BICYCL,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""35"",""sex"":""F"",""type"":""I""}]"
1800296,1,RUNAWAY JUVENILE - OWN AGENCY,00:00.0,290,SOC,RUNAWAY,RUNAWAY JUVENIL,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1800313,1,"PROPERTY, CONFISCATED",45:00.0,999,UNA,UNASSIGNED,ASSIST PUBLIC-,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800308,1,INTERFERE PUBLIC TRANSPORT,39:00.0,240,SOC,DISORDERLY CONDUCT,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1800321,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",28:00.0,550,ORS,WARRANT,,CLEARED BY ARREST,A ,NULL,[]
1800324,1,CRIMINAL MISCHIEF 2,00:00.0,140,PRP,VANDALISM,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""34"",""sex"":""F"",""type"":""I""}]"
1800328,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",57:00.0,550,ORS,WARRANT,CHECK WELFARE,CLEARED BY ARREST,A ,NULL,[]
1800330,1,SEX ABUSE 1 - PHYSICAL MOLEST,00:00.0,173,PER,SEX CRIMES,SEX ABUSE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""19"",""sex"":""F"",""type"":""I""}]"
1800318,2,IDENTITY THEFT,13:00.0,11F,PRP,FRAUD,THEFT OF IDENTI,CLEARED BY ARREST,A ,NULL,"[{""age"":""20"",""sex"":""M"",""type"":""I""}]"
1800304,2,CRIMINAL MISCHIEF 1 - RESULT CRIMINAL ACT,08:00.0,141,PRP,VANDALISM,UNAUTHORIZED US,ARREST BY OTHER AGENCY,T ,NULL,[]
1800304,1,UUV,08:00.0,71,PRP,MV THEFT,UNAUTHORIZED US,ARREST BY OTHER AGENCY,T ,NULL,[]
1800300,1,UUV,00:00.0,71,PRP,MV THEFT,UNAUTHORIZED US,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800243,1,THEFT 3 - LOST/MISLAID PROP,45:00.0,69,PRP,LARCENY,THEFT OF IDENTI,ARREST BY OTHER AGENCY,T ,NULL,"[{""age"":""20"",""sex"":""M"",""type"":""I""}]"
1800334,1,CRIMINAL TRESPASS 2,45:00.0,261,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800329,1,"PROPERTY, FOUND",49:00.0,999,UNA,UNASSIGNED,ASSIST OUTSIDE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800332,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",40:00.0,550,ORS,WARRANT,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1800327,1,THEFT 3 - SHOPLIFT,15:00.0,63,PRP,LARCENY,SHOPLIFT 3050 P,CLEARED BY ARREST,A ,NULL,[]
1800333,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",42:00.0,550,ORS,WARRANT,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1800326,1,HIT & RUN - VEH DAMAGE,41:00.0,391,ORS,TRAFFIC CRIME,HIT AND RUN,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800310,1,CRIMINAL MISCHIEF 2,05:00.0,140,PRP,VANDALISM,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""28"",""sex"":""F"",""type"":""I""}]"
1800322,1,"PROPERTY, FOUND",45:00.0,999,UNA,UNASSIGNED,SUSPICIOUS COND,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""48"",""sex"":""F"",""type"":""I""}]"
1800319,1,CRIMINAL MISCHIEF 3 - VANDALISM,45:00.0,140,PRP,VANDALISM,GRAFFITI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,ANTI-JEWISH                   ,[]
1800336,1,THEFT 2 - OTHER,00:00.0,69,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""71"",""sex"":""M"",""type"":""I""}]"
1800339,1,THEFT 3 - SHOPLIFT,02:00.0,63,PRP,LARCENY,SHOPLIFT 3050 P,CLEARED BY ARREST,A ,NULL,[]
1800343,1,THEFT 3 - OTHER,20:00.0,69,PRP,LARCENY,THEFT,CLEARED BY ARREST,A ,NULL,[]
1800343,2,CONS UNLIC PREM/OPEN CON,20:00.0,224,SOC,LIQUOR LAW VIOLATION,THEFT,CLEARED BY ARREST,A ,NULL,[]
1800341,1,MENTAL HOLD BY POLICE OFFICER,01:00.0,513,ORS,CUSTODY,ASSAULT,CLEARED BY ARREST,A ,NULL,[]
1800345,1,INTERFERE W/ PEACE OFFICER - DIS CONDUCT,14:00.0,240,SOC,DISORDERLY CONDUCT,DISPUTE,CLEARED BY ARREST,A ,NULL,[]
1800348,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",18:00.0,550,ORS,WARRANT,DISPUTE,CLEARED BY ARREST,A ,NULL,[]
1800312,1,PROHIBITED CAMPING,38:00.0,269,SOC,ALL OTHER,THEFT OF SERVIC,CLEARED BY ARREST,A ,NULL,[]
1800353,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",08:00.0,550,ORS,WARRANT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800344,1,DECEASED SUBJECT,53:00.0,999,UNA,UNASSIGNED,CARDIAC ARREST,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,"[{""age"":""60"",""sex"":""M"",""type"":""I""}]"
1800342,1,HIT & RUN - VEH DAMAGE,00:00.0,391,ORS,TRAFFIC CRIME,MOTOR VEH ACC N,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800352,1,BURGLARY 1 - RESIDENCE,58:00.0,51,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""23"",""sex"":""M"",""type"":""I""}]"
1800346,1,SUSPICIOUS CONDITIONS,59:00.0,999,UNA,UNASSIGNED,SUSPICIOUS VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800347,1,POSSESS HEROIN TWO PRIOR PCS CONV,37:00.0,180,SOC,DRUG LAW VIOLATION,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1800347,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",37:00.0,550,ORS,WARRANT,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1800357,3,RECKLESS DRIVING,36:00.0,393,ORS,TRAFFIC CRIME,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1800357,2,RECKLESS ENDANGERING - DIS CONDUCT,36:00.0,240,SOC,DISORDERLY CONDUCT,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1800357,1,DUII,36:00.0,210,SOC,DUII,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1800350,1,POSSESS METHAMPHETAMINE,06:00.0,180,SOC,DRUG LAW VIOLATION,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800350,2,CRIMINAL TRESPASS 2,06:00.0,261,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800358,1,STRANGULATION - MIS APA,36:00.0,41,PER,ASSAULT,DISPUTE,CLEARED BY ARREST,A ,NULL,"[{""age"":""40"",""sex"":""F"",""type"":""I""}]"
1800358,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",36:00.0,550,ORS,WARRANT,DISPUTE,CLEARED BY ARREST,A ,NULL,[]
1800354,1,DUII,35:00.0,210,SOC,DUII,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1800349,1,CRIMINAL TRESPASS 2,32:00.0,261,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800356,1,CONS UNLIC PREM/OPEN CON,44:00.0,224,SOC,LIQUOR LAW VIOLATION,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800364,2,CRIMINAL MISCHIEF 3 - RESULT CRIMIINAL ACT,30:00.0,141,PRP,VANDALISM,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""49"",""sex"":""F"",""type"":""I""}]"
1800364,1,THEFT 3 - FROM VEHICLE,30:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""49"",""sex"":""F"",""type"":""I""}]"
1800359,1,CONS UNLIC PREM/OPEN CON,59:00.0,224,SOC,LIQUOR LAW VIOLATION,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800359,2,VIOLATION PARK RULES,59:00.0,269,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800365,1,LITTERING,33:00.0,269,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1800375,1,BURGLARY 2 - BUSINESS,30:00.0,52,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800375,2,CRIMINAL MISCHIEF 1 - RESULT CRIMINAL ACT,30:00.0,141,PRP,VANDALISM,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800373,1,THEFT 1 - DECEPTION,30:00.0,115,PRP,FRAUD,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""25"",""sex"":""F"",""type"":""I""}]"
1800371,1,"VEHICLE, TOWED",53:00.0,999,UNA,UNASSIGNED,PATROL CHECK,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800376,1,PROHIBITED CAMPING,07:00.0,269,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1800374,1,CRIMINAL TRESPASS 2,27:00.0,261,SOC,ALL OTHER,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1800363,1,BURGLARY 2 - BUSINESS,00:00.0,52,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800367,1,HIT & RUN - PROP DAMAGE,25:00.0,391,ORS,TRAFFIC CRIME,HIT AND RUN,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1800368,1,THEFT 3 - OTHER,30:00.0,69,PRP,LARCENY,THEFT,OPEN,O ,NULL,"[{""age"":""28"",""sex"":""F"",""type"":""I""}]"
1800351,1,ROBBERY 2 - OTHER,14:00.0,39,PER,ROBBERY,SUSPICIOUS COND,CLEARED BY ARREST,A ,NULL,"[{""age"":""33"",""sex"":""M"",""type"":""I""},{""age"":""35"",""sex"":""F"",""type"":""I""},{""age"":""56"",""sex"":""M"",""type"":""I""},{""age"":""33"",""sex"":""M"",""type"":""I""}]"
1800368,2,FRAUDULENT USE CREDIT CARD - MISD,30:00.0,114,PRP,FRAUD,THEFT,OPEN,O ,NULL,"[{""age"":""28"",""sex"":""F"",""type"":""I""}]"
1800368,3,IDENTITY THEFT,30:00.0,11F,PRP,FRAUD,THEFT,OPEN,O ,NULL,"[{""age"":""28"",""sex"":""F"",""type"":""I""}]"
1800372,1,ASSAULT 4 - SIMPLE ASLT APA,45:00.0,43,PER,ASSAULT,DISPUTE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""29"",""sex"":""M"",""type"":""I""}]"
1800360,1,ACCIDENT VEHICLE NO INJ,28:00.0,999,UNA,UNASSIGNED,MOTOR VEH ACC U,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1800258,1,THEFT 2 - FROM VEHICLE,25:00.0,64,PRP,LARCENY,FOLLOW UP,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""55"",""sex"":""M"",""type"":""I""}]"
